TPA,BENEFL,Clarity Benefit Solutions,77 Brant Avenue,Suite 206,Clark,NJ,07066,,,,,
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,FAMILY-MID,20170701            ,20180630            ,,20180930            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,FAMILY-MID,20180701            ,20190630            ,,20190630            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,SINGLE-HIGH,20170701            ,20180630            ,,20180930            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,SINGLE-HIGH,20180701            ,20190630            ,,20190630            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,SINGLE-LOW,20170701            ,20180630            ,,20180930            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,SINGLE-LOW,20180701            ,20190630            ,,20190630            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,SINGLE-MID,20170701            ,20180630            ,,20180930            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",HRA,SINGLE-MID,20180701            ,20190630            ,,20190630            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",PKG,PRK,20180701            ,20190630            ,,20190630            ,90,0.00,0.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",ROL,FSAROLL,20170701            ,20180630            ,,20180930            ,90,0.00,500.00
PLN,BENEFL,BENAMAC,"AMAC, Inc.",TRN,TRN,20180701            ,20190630            ,,20190630            ,90,0.00,0.00
EMP,BENEFL,BENOBCLTD,Olive Branch Consulting Ltd.,273510413,15 Guardian Drive,,Mount Sinai,NY,11766,laura@olivebranchconsultingltd.com,631-445-8923,
PLN,BENEFL,BENOBCLTD,Olive Branch Consulting Ltd.,HRA,HRA,20180301            ,20190228            ,,20190531            ,90,0.00,0.00
PLN,BENEFL,BENOBCLTD,Olive Branch Consulting Ltd.,HRA,HRA,20190301            ,20200229            ,,20200531            ,90,0.00,0.00
EMP,BENEFL,BENOCM,Oversea Chinese Mission,136148727,154 Hester Street,,New York,NY,10013,vsit@ocmchurch.org,212-219-1472,
PLN,BENEFL,BENOCM,Oversea Chinese Mission,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENOCM,Oversea Chinese Mission,HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENOCM,Oversea Chinese Mission,LVD,HRALVD,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENOCM,Oversea Chinese Mission,LVD,HRALVD,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENOCONNR,O'Connor's,200525267,3800 Buffalo Speedway,Suite 500,Houston,TX,77098,dwschultz@oconnors.com,713-335-8200,
PLN,BENEFL,BENOCONNR,O'Connor's,AB2,HSA,20170101            ,20190208            ,,20190218            ,90,0.00,0.00
PLN,BENEFL,BENOCONNR,O'Connor's,DCP,DCA,20170101            ,20171231            ,,20180202            ,90,0.00,5000.00
PLN,BENEFL,BENOCONNR,O'Connor's,DCP,DCA,20180101            ,20180131            ,,20180202            ,0,0.00,5000.00
PLN,BENEFL,BENOCONNR,O'Connor's,FSA,MED,20170101            ,20171231            ,,20180202            ,90,0.00,2600.00
PLN,BENEFL,BENOCONNR,O'Connor's,FSA,MED,20180101            ,20180131            ,ROLLOVER,20180202            ,0,0.00,2650.10
PLN,BENEFL,BENOCONNR,O'Connor's,LPF,LPFSA,20170101            ,20171231            ,,20180202            ,90,0.00,2600.00
PLN,BENEFL,BENOCONNR,O'Connor's,LPF,LPFSA,20180101            ,20180131            ,,20180202            ,0,0.00,2650.10
PLN,BENEFL,BENOCONNR,O'Connor's,ROL,FSAROL,20170101            ,20171231            ,ROLLOVER,20180202            ,90,0.00,500.00
PLN,BENEFL,BENOCONNR,O'Connor's,ROL,FSAROL,20180101            ,20181231            ,GRACE,20190331            ,90,0.00,500.00
PLN,BENEFL,BENOCONNR,O'Connor's,ROL,FSAROL,20190101            ,20191231            ,GRACE,20200331            ,90,0.00,500.00
PLN,BENEFL,BENOCONNR,O'Connor's,ROL,FSAROL,20200101            ,20201231            ,GRACE,20210430            ,90,0.00,500.00
EMP,BENEFL,BENODGBER,Odgers Berndtson LLC,452063148,2 Grand Central Tower - 140 E 45th St,,New York,NY,10017,cierra.calvacca@odgersberndtson.com,212-972-7287,
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,DCP,DCA,20191001            ,20200930            ,,20201231            ,90,0.00,5000.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,DCP,DCA,20201001            ,20210930            ,ROLLOVER,20211231            ,90,0.00,5000.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,FSA,MED,20191001            ,20200930            ,,20201231            ,90,0.00,2700.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,FSA,MED,20201001            ,20210930            ,ROLLOVER,20211231            ,90,0.00,2750.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,LPF,LPFSA,20191001            ,20200930            ,,20211231            ,90,0.00,2700.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,LPF,LPFSA,20201001            ,20210930            ,ROLLOVER,20221231            ,90,0.00,2750.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,RO2,LPFSAROL,20191001            ,20200930            ,,20201231            ,,0.00,0.01
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,RO2,LPFSAROL,20201001            ,20210930            ,,20211231            ,,0.00,550.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,RO3,DCA-ROLL,20201001            ,20210930            ,,20211231            ,90,0.00,0.01
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,ROL,FSAROL,20191001            ,20200930            ,,20201231            ,90,0.00,500.00
PLN,BENEFL,BENODGBER,Odgers Berndtson LLC,ROL,FSAROL,20201001            ,20210930            ,,20211231            ,90,0.00,550.00
EMP,BENEFL,BENODRC,Oregon Dermatology & Research Center,463471480,2565 NW Lovejoy Street,Suite 200,Portland,OR,97210,paristeri@gmail.com,503-226-3376,
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20140101            ,20141231            ,GRACE,20150415            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20150101            ,20151231            ,GRACE,20160415            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20160101            ,20161231            ,GRACE,20170430            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20170101            ,20171231            ,GRACE,20180430            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20180101            ,20181231            ,GRACE,20190430            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20190101            ,20191231            ,GRACE,20200415            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,DCP,DCA,20200101            ,20201231            ,GRACE,20210415            ,30,0.00,5000.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20140101            ,20141231            ,GRACE,20150415            ,30,0.00,2500.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20150101            ,20151231            ,GRACE,20160415            ,30,0.00,2550.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20160101            ,20161231            ,GRACE,20170430            ,30,0.00,2550.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20170101            ,20171231            ,GRACE,20180430            ,30,0.00,2600.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20180101            ,20181231            ,GRACE,20190430            ,30,0.00,2650.10
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20190101            ,20191231            ,GRACE,20200415            ,30,0.00,2700.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,FSA,MED,20200101            ,20201231            ,,20210331            ,30,0.00,2750.00
PLN,BENEFL,BENODRC,Oregon Dermatology & Research Center,ROL,FSAROLL,20200101            ,20201231            ,,20210331            ,90,0.00,500.00
EMP,BENEFL,BENODS,"OpenDoor Securities, LLC",611755848,"c/o OpenDoor Securities, LLC",111 Town Square Place Suite 1500,Jersey City,NJ,07310,lugene.forte@opendoorllc.com,201-299-9787,
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",DCP,DCA,20180101            ,20181231            ,,20190331            ,60,0.00,5000.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",DCP,DCA,20190101            ,20191231            ,,20200331            ,60,0.00,5000.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",DCP,DCA,20200101            ,20201231            ,,20210331            ,60,0.00,5000.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",DCP,DCA,20210101            ,20210630            ,,20210630            ,60,0.00,10500.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",FSA,MED,20180101            ,20181231            ,,20190331            ,60,0.00,2650.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",FSA,MED,20190101            ,20191231            ,,20200331            ,60,0.00,2700.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",FSA,MED,20200101            ,20201231            ,,20210331            ,60,0.00,2750.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",FSA,MED,20210101            ,20210630            ,,20210630            ,60,0.00,2750.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",HRA,HRA,20210101            ,20210630            ,,20210630            ,60,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",PKG,PRK,20180701            ,20210630            ,,20210630            ,60,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",PKP,PKP,20180701            ,20210630            ,,20210630            ,60,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",TRN,TRN,20180701            ,20210630            ,,20210630            ,60,0.00,0.00
PLN,BENEFL,BENODS,"OpenDoor Securities, LLC",TRP,TRP,20180701            ,20210630            ,,20210630            ,60,0.00,0.00
EMP,BENEFL,BENOFCLLC,OFC LLC,455380136,"100 Nassau Street, 2nd Floor",,Princeton,NJ,08542,jordan@ofc.tv,609-559-5309,
PLN,BENEFL,BENOFCLLC,OFC LLC,DCP,DCA,20200101            ,20201231            ,GRACE,20210415            ,90,100.00,5000.00
PLN,BENEFL,BENOFCLLC,OFC LLC,FSA,MED,20200101            ,20201231            ,,20210331            ,90,100.00,2750.00
PLN,BENEFL,BENOFCLLC,OFC LLC,ROL,FSAROL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
EMP,BENEFL,BENOLIVER,Oliver Communications Group Inc.,223179814,2457 Old York Road,,Bordentown,NJ,08505,rayana@olivercomm.com,609-324-1750,
PLN,BENEFL,BENOLIVER,Oliver Communications Group Inc.,HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENOLIVER,Oliver Communications Group Inc.,HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENOLIVER,Oliver Communications Group Inc.,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENOLIVER,Oliver Communications Group Inc.,HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENOLIVLX,Oliver Luxxe Assets LLC,465740496,17 Mendham Road Suite 200,,Gladstone,NJ,07934,carla.m@oliverluxxe.com,908-741-4881,
PLN,BENEFL,BENOLIVLX,Oliver Luxxe Assets LLC,HRA,HRA,20180101            ,20181231            ,,20190430            ,120,0.00,0.00
EMP,BENEFL,BENOMHS,Ocean Mental Health Services,210722291,160 Atlantic City Blvd,,Bayville,NJ,08721,kwolf@oceanmhs.org,732-349-1977,
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,AB2,HSA,20170701            ,20191231            ,,20191231            ,90,0.00,0.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20130101            ,20131231            ,GRACE,20140415            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20140101            ,20141231            ,GRACE,20150415            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20150101            ,20151231            ,GRACE,20160415            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20160101            ,20161231            ,GRACE,20170415            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20170101            ,20171231            ,GRACE,20180430            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20180101            ,20181231            ,GRACE,20190430            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,DCP,DCA,20190101            ,20191231            ,,20200330            ,90,0.00,5000.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20130101            ,20131231            ,GRACE,20140415            ,90,0.00,2500.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20140101            ,20141231            ,GRACE,20150415            ,90,0.00,2500.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20150101            ,20151231            ,GRACE,20160415            ,90,0.00,0.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20160101            ,20161231            ,GRACE,20170415            ,90,0.00,0.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20170101            ,20171231            ,GRACE,20180430            ,90,0.00,2600.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20180101            ,20181231            ,GRACE,20190430            ,90,0.00,2650.10
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,FSA,MED,20190101            ,20191231            ,,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENOMHS,Ocean Mental Health Services,MF1,FUNDINGFSA,20190101            ,20191231            ,,20191231            ,,0.00,0.00
EMP,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,113331287,794 Jericho Turnpike,,St. James,NY,11780,,631-863-2000 x 2878,
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRA,HRA,20160101            ,20161130            ,,20170331            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRA,LOWPLAN,20161201            ,20171130            ,,20180228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRA,LOWPLAN,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRA,LOWPLAN,20181201            ,20191130            ,,20200229            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRA,LOWPLAN,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRA,LOWPLAN,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRD,MIDPLAN,20151201            ,20161130            ,,20170331            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRD,MIDPLAN,20161201            ,20171130            ,,20180228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRD,MIDPLAN,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRD,MIDPLAN,20181201            ,20191130            ,,20200229            ,,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRD,MIDPLAN,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BEN2KAUTO,2000 Auto Sales Inc.,HRD,MIDPLAN,20201201            ,20211130            ,,20220228            ,,0.00,0.00
EMP,BENEFL,BENAMAGUS,AMAG USA,223846910,600 East Cresent Avenue - Suite 207,,Upper Saddle River,NJ,07548,cassidy.usa@amag.at,201-962-7105,
PLN,BENEFL,BENAMAGUS,AMAG USA,HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENAMAGUS,AMAG USA,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENAMAGUS,AMAG USA,HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENOML,"OML, Inc.",371759037,578 Broadway 7th Floor,,New York,NY,10012,melissaferrara@oliver.agency.com,212-847-1277,
PLN,BENEFL,BENOML,"OML, Inc.",DCP,DCA,20170901            ,20180831            ,,20190228            ,180,0.00,5000.00
PLN,BENEFL,BENOML,"OML, Inc.",DCP,DCA,20180901            ,20190831            ,,20200229            ,180,0.00,5000.00
PLN,BENEFL,BENOML,"OML, Inc.",DCP,DCA,20190901            ,20200831            ,,20201130            ,180,0.00,5000.00
PLN,BENEFL,BENOML,"OML, Inc.",DCP,DCA,20200901            ,20201231            ,,20210630            ,180,0.00,5000.00
PLN,BENEFL,BENOML,"OML, Inc.",DCP,DCA,20210101            ,20210831            ,ROLLOVER,20220228            ,180,0.00,10500.00
PLN,BENEFL,BENOML,"OML, Inc.",FSA,MED,20160901            ,20170831            ,,20180228            ,90,0.00,2600.00
PLN,BENEFL,BENOML,"OML, Inc.",FSA,MED,20170901            ,20180831            ,,20181130            ,180,0.00,2600.00
PLN,BENEFL,BENOML,"OML, Inc.",FSA,MED,20180901            ,20190831            ,ROLLOVER,20191130            ,180,0.00,2650.00
PLN,BENEFL,BENOML,"OML, Inc.",FSA,MED,20190901            ,20200831            ,ROLLOVER,20210228            ,180,0.00,2700.00
PLN,BENEFL,BENOML,"OML, Inc.",FSA,MED,20200901            ,20201231            ,,20210630            ,180,0.00,916.66
